TUR,15810030,16308498,17305434,18302370,18800838,19299306,20296242,20794710,21542412,22290114,24782454,25530156,26277858,27472331,30244232,33256432,36587225,40189511,43975921,48114105,52053704,55748875,59423208,63240121,67007855,70440032,74569867
UGA,6009818,6091620,6255224,6418828,6500630,6582432,6746036,6827838,6950541,7073244,7482254,7604957,7727660,6788214,7746198,8872920,9988380,11139833,12549540,14174470,16262533,18652889,21202118,24039274,27568436,31663896,36306796
UKR,12293962,13268676,15218104,17167532,18142246,19116960,21066388,22041102,23503173,24965244,29838814,31300885,32762956,42662149,44794327,46409002,47783011,49036456,49968812,50754000,51521000,52150266,51057189,49175848,47451600,46258200,45593300
UAE,788731,806031,840631,875231,892531,909831,944431,961731,987681,1013631,1100131,1126081,1152031,92634,138529,183194,332760,646943,1042384,1318478,1655849,2086639,2571020,3154925,4087931,6894278,8900453
USA,70540602,74259612,81697632,89135652,92854662,96573672,104011692,107730702,113309217,118887732,137482782,143061297,148639812,180671000,191889000,200706000,209896000,218035000,227225000,235825000,244499000,256514000,269394000,282162411,292805298,304093966,313998379
URU,830311,885867,996979,1108091,1163647,1219203,1330315,1385871,1469205,1552539,1830319,1913653,1996987,2538651,2665390,2774774,2821439,2841429,2915778,2992645,3069099,3154855,3248035,3321245,3324096,3350824,3396777
UZB,6162600,6310042,6604926,6899810,7047252,7194694,7489578,7637020,7858183,8079346,8816556,9037719,9258882,8549493,9788986,11323095,12828625,14279120,15939744,17659975,19501225,21449000,23225000,24650400,25864350,27302800,29774500
VIE,19407725,20020531,21246143,22471755,23084561,23697367,24922979,25535785,26454994,27374203,30438233,31357442,32276651,34743000,37574000,40856000,44758000,49158000,53700000,57692000,63263000,68450100,73156700,77630900,81436400,85118700,88809200
ISV,27159,27943,29511,31079,31863,32647,34215,34999,36175,37351,41271,42447,43623,32000,41300,54600,76000,96000,97000,108000,104500,105711,108093,108639,107950,107091,105275
ZAM,2632805,2669355,2742455,2815555,2852105,2888655,2961755,2998305,3053130,3107955,3290705,3345530,3400355,3044846,3452942,3912085,4469895,5139030,5889230,6738765,7600072,8452275,9394304,10531221,11731746,13082517,14699937
ZIM,3055562,3106872,3209492,3312112,3363422,3414732,3517352,3568662,3645627,3722592,3979142,4056107,4133072,3747369,4269863,4851431,5535874,6308300,7164172,8342195,9604302,10682868,11518262,12222251,12777511,13558469,14710826
IOP,0,,,,,,,,,,,,,,,,,,,,,,,,,,
